Date,Time,Open,High,Low,Close,Vol,OI
05/26/2011,17:00:00,1127.00000,1138.00000,1123.00000,1137.00000,2286732,2762061
05/27/2011,17:00:00,1137.00000,1144.25000,1135.00000,1140.50000,1393298,2775088
05/31/2011,17:00:00,1141.50000,1156.25000,1138.75000,1154.50000,1927228,2815719
06/01/2011,17:00:00,1154.50000,1158.25000,1121.75000,1122.50000,2681845,2835132
06/02/2011,17:00:00,1123.75000,1128.25000,1114.75000,1123.00000,2433178,2815208
06/03/2011,17:00:00,1122.75000,1124.00000,1105.00000,1106.75000,2677734,2930588
06/06/2011,17:00:00,1109.25000,1109.50000,1093.75000,1095.50000,2185300,2889057
06/07/2011,17:00:00,1095.75000,1106.00000,1093.00000,1095.25000,2069553,2803593
06/08/2011,17:00:00,1095.50000,1098.25000,1086.75000,1087.50000,2695851,2671828
06/09/2011,17:00:00,1089.00000,1104.50000,1085.75000,1098.00000,978448,808832
06/10/2011,17:00:00,1098.25000,1099.50000,1077.75000,1079.75000,2355546,1201982
06/13/2011,17:00:00,1081.00000,1087.75000,1075.50000,1082.25000,2517553,1584108
06/14/2011,17:00:00,1083.50000,1103.00000,1081.25000,1100.50000,2834353,2117784
06/15/2011,17:00:00,1099.75000,1099.75000,1071.75000,1076.00000,3639073,2472316
06/16/2011,17:00:00,1077.00000,1085.00000,1068.25000,1079.50000,3263670,2557724
06/17/2011,17:00:00,1079.75000,1093.25000,1074.50000,1082.00000,2335210,2572371
06/20/2011,17:00:00,1081.00000,1091.25000,1072.25000,1089.75000,1675608,2540173
06/21/2011,17:00:00,1089.25000,1108.75000,1087.75000,1104.00000,2075568,2531071
06/22/2011,17:00:00,1103.75000,1109.75000,1095.50000,1095.75000,1872931,2524036
06/23/2011,17:00:00,1096.00000,1096.75000,1073.00000,1093.00000,3316080,2548765
06/24/2011,17:00:00,1093.50000,1102.00000,1077.25000,1080.00000,2499136,2575596
06/27/2011,17:00:00,1081.00000,1096.00000,1073.00000,1092.25000,2000732,2536579
06/28/2011,17:00:00,1093.00000,1111.00000,1087.50000,1110.50000,1913881,2507415
06/29/2011,17:00:00,1109.50000,1121.50000,1107.50000,1120.25000,2489063,2484633
06/30/2011,17:00:00,1120.00000,1133.50000,1118.25000,1131.50000,1875270,2490419
07/01/2011,17:00:00,1131.50000,1152.50000,1128.50000,1150.75000,1955127,2468230
07/05/2011,17:00:00,1150.00000,1153.75000,1144.25000,1152.75000,1729821,2485036
07/06/2011,17:00:00,1152.00000,1156.75000,1142.50000,1151.75000,1819425,2486568
07/07/2011,17:00:00,1152.00000,1168.75000,1151.75000,1167.75000,1678156,2502471
07/08/2011,17:00:00,1167.50000,1170.50000,1145.25000,1157.75000,2253551,2525676
07/11/2011,17:00:00,1155.25000,1155.50000,1127.75000,1134.50000,2432258,2558138
07/12/2011,17:00:00,1134.00000,1139.25000,1111.25000,1126.75000,2888474,2589528
07/13/2011,17:00:00,1126.75000,1143.75000,1123.25000,1128.25000,2315093,2579101
07/14/2011,17:00:00,1128.25000,1139.25000,1118.00000,1122.75000,2877782,2575806
07/15/2011,17:00:00,1123.75000,1131.50000,1116.50000,1131.00000,2298613,2547985
07/18/2011,17:00:00,1130.50000,1130.75000,1107.25000,1116.50000,2168734,2565507
07/19/2011,17:00:00,1117.50000,1140.25000,1116.25000,1137.25000,2098625,2585860
07/20/2011,17:00:00,1137.25000,1145.75000,1135.25000,1137.25000,1637321,2594680
07/21/2011,17:00:00,1137.75000,1159.50000,1131.00000,1158.50000,2311771,2575395
07/22/2011,17:00:00,1157.25000,1163.75000,1148.75000,1157.00000,1478170,2559590
07/25/2011,17:00:00,1146.00000,1156.25000,1138.00000,1149.50000,1640963,2567417
07/26/2011,17:00:00,1149.50000,1155.75000,1141.50000,1142.25000,1698186,2558292
07/27/2011,17:00:00,1142.00000,1144.50000,1114.00000,1115.00000,2535676,2622989
07/28/2011,17:00:00,1115.25000,1129.00000,1111.25000,1112.75000,2338767,2633648
07/29/2011,17:00:00,1113.75000,1116.75000,1094.50000,1104.50000,2889931,2689055
08/01/2011,17:00:00,1122.00000,1125.75000,1086.25000,1095.75000,3020191,2717702
08/02/2011,17:00:00,1095.75000,1101.00000,1062.75000,1063.25000,3293753,2786136
08/03/2011,17:00:00,1064.25000,1074.00000,1046.25000,1070.50000,3815275,2837954
08/04/2011,17:00:00,1070.25000,1080.25000,1009.25000,1014.75000,5039775,2960288
08/05/2011,17:00:00,1015.25000,1035.00000,979.25000,1013.75000,6160540,2938984
08/08/2011,17:00:00,983.25000,1005.00000,925.50000,927.25000,6173318,3242540
08/09/2011,17:00:00,929.00000,991.50000,893.00000,987.75000,6285917,3337317
08/10/2011,17:00:00,987.00000,994.75000,929.75000,939.50000,4925051,3446782
08/11/2011,17:00:00,939.00000,1000.00000,919.00000,984.50000,4482222,3385012
08/12/2011,17:00:00,984.25000,1002.75000,962.75000,992.75000,2720118,3371749
08/15/2011,17:00:00,995.75000,1017.75000,992.25000,1014.50000,2002026,3367839
08/16/2011,17:00:00,1012.50000,1017.50000,993.50000,1008.25000,2556621,3169438
08/17/2011,17:00:00,1007.75000,1022.75000,997.50000,1006.00000,2112805,3203678
08/18/2011,17:00:00,1005.50000,1006.00000,944.25000,959.50000,3809916,3363879
08/19/2011,17:00:00,959.75000,969.25000,933.50000,940.00000,3583223,3390307
08/22/2011,17:00:00,938.00000,962.50000,927.25000,939.25000,2714560,3396068
08/23/2011,17:00:00,939.50000,976.75000,934.50000,974.50000,3338118,3371817
08/24/2011,17:00:00,975.00000,992.75000,958.50000,988.00000,2616278,3395461
08/25/2011,17:00:00,987.50000,1004.50000,969.00000,973.50000,3198280,3429011
08/26/2011,17:00:00,973.00000,995.75000,948.75000,992.00000,3053686,3452313
08/29/2011,17:00:00,991.50000,1024.75000,988.25000,1024.00000,1832857,3471251
08/30/2011,17:00:00,1024.00000,1034.75000,1009.50000,1020.75000,2576230,3467846
08/31/2011,17:00:00,1020.25000,1045.75000,1017.25000,1033.75000,3159833,3451099
09/01/2011,17:00:00,1033.75000,1044.50000,1016.75000,1017.25000,2656315,3435920
09/02/2011,17:00:00,1017.00000,1019.25000,984.50000,985.25000,2427798,3528629
09/06/2011,17:00:00,959.00000,982.75000,952.00000,980.50000,3522564,3594453
09/07/2011,17:00:00,980.50000,1015.75000,979.75000,1015.00000,2595150,3415957
09/08/2011,17:00:00,1015.50000,1019.75000,998.00000,1001.75000,1326103,831091
09/09/2011,17:00:00,1001.75000,1010.00000,962.75000,974.00000,3165441,1392352
09/12/2011,17:00:00,957.75000,979.75000,945.25000,979.00000,3612118,1887934
09/13/2011,17:00:00,978.50000,992.25000,960.75000,987.00000,3694565,2407037
09/14/2011,17:00:00,987.25000,1018.00000,969.75000,1004.00000,3552069,2754383
09/15/2011,17:00:00,1004.00000,1027.25000,997.50000,1026.00000,3024123,2883574
09/16/2011,17:00:00,1024.75000,1036.25000,1016.50000,1033.50000,2661191,2930734
09/19/2011,17:00:00,1021.00000,1025.50000,1003.25000,1019.50000,2446620,2897053
09/20/2011,17:00:00,1018.50000,1036.25000,1007.00000,1017.75000,2614553,2918960
09/21/2011,17:00:00,1018.50000,1025.50000,976.75000,977.50000,3254771,2936112
09/22/2011,17:00:00,977.00000,980.75000,928.50000,945.25000,4741905,3081477
09/23/2011,17:00:00,946.00000,960.25000,923.75000,951.50000,3365634,3067211
09/26/2011,17:00:00,943.75000,980.75000,936.75000,980.25000,3089036,3062794
09/27/2011,17:00:00,979.25000,1011.75000,976.75000,991.25000,3258954,2974168
09/28/2011,17:00:00,990.75000,1003.50000,965.25000,970.50000,2802438,2976156
09/29/2011,17:00:00,970.00000,992.50000,955.25000,978.00000,2975702,2956018
09/30/2011,17:00:00,979.00000,981.50000,943.25000,947.75000,2980938,3006367
10/03/2011,17:00:00,944.75000,955.25000,907.00000,908.00000,3504183,3115740
10/04/2011,17:00:00,909.25000,941.50000,889.75000,935.25000,4190407,3139609
10/05/2011,17:00:00,936.25000,963.00000,928.25000,956.75000,3039981,3115881
10/06/2011,17:00:00,956.75000,982.25000,950.75000,979.25000,2903759,3116403
10/07/2011,17:00:00,979.00000,995.50000,966.50000,976.75000,2865466,3053178
10/10/2011,17:00:00,979.50000,1014.00000,978.25000,1012.75000,1776333,2994500
10/11/2011,17:00:00,1012.25000,1016.50000,1002.50000,1011.25000,1953734,3007577
10/12/2011,17:00:00,1009.25000,1037.75000,1002.50000,1020.00000,2559219,2990284
10/13/2011,17:00:00,1020.25000,1026.00000,1007.00000,1019.75000,2316227,2954661
10/14/2011,17:00:00,1019.25000,1043.25000,1014.75000,1041.00000,2244214,3021872
10/17/2011,17:00:00,1040.00000,1052.50000,1015.25000,1015.75000,2385603,3004602
10/18/2011,17:00:00,1015.75000,1051.50000,1007.25000,1044.75000,2978540,2994319
10/19/2011,17:00:00,1044.50000,1049.00000,1023.25000,1028.25000,2430802,2987028
10/20/2011,17:00:00,1028.50000,1038.00000,1014.25000,1031.75000,2898123,2976324
10/21/2011,17:00:00,1030.50000,1057.50000,1029.75000,1057.00000,2115010,2992779
10/24/2011,17:00:00,1051.50000,1074.25000,1048.50000,1068.75000,2006311,2984444
10/25/2011,17:00:00,1068.75000,1076.25000,1044.00000,1046.25000,2635786,2994122
10/26/2011,17:00:00,1046.75000,1064.25000,1038.25000,1059.25000,2697660,2985716
10/27/2011,17:00:00,1059.75000,1111.00000,1059.25000,1104.25000,3324091,2916640
10/28/2011,17:00:00,1104.00000,1106.00000,1094.50000,1102.75000,1932702,2839103
10/31/2011,17:00:00,1101.75000,1102.50000,1067.00000,1071.00000,2239270,2839145
11/01/2011,17:00:00,1071.00000,1071.00000,1030.25000,1046.25000,3666184,2872959
11/02/2011,17:00:00,1045.25000,1060.50000,1038.25000,1056.00000,2264238,2810930
11/03/2011,17:00:00,1056.00000,1081.50000,1035.25000,1077.50000,2822923,2799002
11/04/2011,17:00:00,1077.50000,1080.50000,1056.25000,1072.75000,2243027,2832228
11/07/2011,17:00:00,1075.00000,1081.25000,1053.75000,1079.25000,1982159,2841443
11/08/2011,17:00:00,1079.25000,1097.00000,1070.25000,1095.00000,2241483,2870177
11/09/2011,17:00:00,1095.00000,1095.75000,1044.50000,1047.25000,3248837,2886130
11/10/2011,17:00:00,1047.75000,1066.75000,1040.00000,1059.25000,2584328,2878090
11/11/2011,17:00:00,1059.25000,1086.50000,1055.50000,1083.25000,1603127,2910203
11/14/2011,17:00:00,1086.00000,1092.50000,1065.25000,1074.25000,1889071,2924794
11/15/2011,17:00:00,1073.25000,1084.00000,1055.75000,1075.75000,2243400,2924905
11/16/2011,17:00:00,1076.25000,1080.50000,1052.25000,1052.75000,2711882,2945937
11/17/2011,17:00:00,1053.00000,1063.50000,1028.25000,1036.50000,3096973,2956121
11/18/2011,17:00:00,1036.75000,1051.50000,1030.50000,1035.75000,2178618,2948205
11/21/2011,17:00:00,1029.75000,1030.75000,1002.25000,1012.50000,2401770,2949110
11/22/2011,17:00:00,1012.50000,1020.75000,1001.00000,1004.50000,2306860,2981872
11/23/2011,17:00:00,1004.50000,1006.75000,980.25000,981.75000,2325948,2994170
11/25/2011,17:00:00,981.75000,995.50000,969.25000,975.25000,1518196,2989734
11/28/2011,17:00:00,993.75000,1018.00000,991.00000,1012.75000,2362657,2987615
11/29/2011,17:00:00,1012.50000,1027.75000,1008.00000,1018.25000,2423915,2950153
11/30/2011,17:00:00,1016.75000,1068.50000,1004.75000,1067.75000,3298494,2972939
12/01/2011,17:00:00,1067.75000,1072.75000,1057.50000,1065.25000,2110759,2879027
12/02/2011,17:00:00,1065.25000,1084.50000,1063.75000,1065.25000,2179603,2842871
12/05/2011,17:00:00,1069.75000,1088.00000,1069.75000,1076.75000,2333966,2828861
12/06/2011,17:00:00,1075.00000,1087.50000,1067.00000,1076.75000,2187368,2789338
12/07/2011,17:00:00,1077.25000,1089.75000,1065.75000,1085.75000,2724649,2654178
12/08/2011,17:00:00,1085.25000,1093.50000,1052.25000,1057.75000,1282789,831476
12/09/2011,17:00:00,1057.25000,1082.25000,1050.25000,1080.50000,2410241,1205923
12/12/2011,17:00:00,1077.75000,1082.00000,1047.50000,1056.75000,2578512,1669560
12/13/2011,17:00:00,1056.75000,1071.50000,1040.00000,1047.75000,3108499,2113495
12/14/2011,17:00:00,1047.25000,1054.00000,1030.00000,1033.75000,2855128,2371298
12/15/2011,17:00:00,1033.75000,1048.00000,1025.50000,1039.25000,2299656,2469690
12/16/2011,17:00:00,1039.75000,1052.50000,1035.75000,1038.50000,2189561,2511559
12/19/2011,17:00:00,1039.50000,1047.25000,1023.00000,1026.50000,1683745,2532031
12/20/2011,17:00:00,1026.50000,1064.75000,1026.25000,1063.50000,1825749,2554237
12/21/2011,17:00:00,1063.50000,1076.50000,1050.50000,1063.75000,1986543,2567911
12/22/2011,17:00:00,1063.50000,1078.50000,1059.75000,1076.50000,1333614,2587797
12/23/2011,17:00:00,1077.00000,1088.25000,1076.25000,1087.75000,693965,2594367
12/27/2011,17:00:00,1088.00000,1091.50000,1083.50000,1087.75000,508261,2599518
12/28/2011,17:00:00,1087.50000,1092.00000,1070.50000,1072.00000,1013536,2598919
12/29/2011,17:00:00,1071.50000,1086.00000,1071.25000,1085.00000,878740,2603862
12/30/2011,17:00:00,1084.25000,1088.00000,1078.25000,1080.00000,692364,2609084
01/03/2012,17:00:00,1102.25000,1107.50000,1097.75000,1099.50000,1565370,2658349
01/04/2012,17:00:00,1099.50000,1102.25000,1090.25000,1100.50000,1419339,2560482
01/05/2012,17:00:00,1100.75000,1105.50000,1087.25000,1100.50000,1819520,2580006
01/06/2012,17:00:00,1100.75000,1109.75000,1094.25000,1101.75000,1691991,2571183
01/09/2012,17:00:00,1102.25000,1105.25000,1094.75000,1103.00000,1438170,2579341
01/10/2012,17:00:00,1102.50000,1119.50000,1102.00000,1113.50000,1531383,2578611
01/11/2012,17:00:00,1113.50000,1117.00000,1106.75000,1115.75000,1800297,2597783
01/12/2012,17:00:00,1115.75000,1125.00000,1108.25000,1119.25000,1755528,2593643
01/13/2012,17:00:00,1119.50000,1122.50000,1100.25000,1116.50000,2115831,2613916
01/17/2012,17:00:00,1112.75000,1130.00000,1108.75000,1116.75000,1837834,2608231
01/18/2012,17:00:00,1116.50000,1131.75000,1114.00000,1129.75000,2008751,2645203
01/19/2012,17:00:00,1130.25000,1139.00000,1126.75000,1138.00000,1837168,2656811
01/20/2012,17:00:00,1137.50000,1139.25000,1132.25000,1138.25000,1420429,2659069
01/23/2012,17:00:00,1135.00000,1145.75000,1132.50000,1138.50000,1609178,2654751
01/24/2012,17:00:00,1138.75000,1139.25000,1129.00000,1139.00000,1478167,2649002
01/25/2012,17:00:00,1138.75000,1152.25000,1130.50000,1147.75000,1973502,2687268
01/26/2012,17:00:00,1148.25000,1157.25000,1136.75000,1142.75000,2012742,2700924
01/27/2012,17:00:00,1142.25000,1146.75000,1134.50000,1140.00000,1730821,2630855
01/30/2012,17:00:00,1141.50000,1142.00000,1123.50000,1136.50000,1710571,2641729
01/31/2012,17:00:00,1136.50000,1145.00000,1129.75000,1135.75000,1894426,2672094
02/01/2012,17:00:00,1135.75000,1154.50000,1131.25000,1147.25000,1904608,2680101
02/02/2012,17:00:00,1147.75000,1153.50000,1144.50000,1150.25000,1357576,2649993
02/03/2012,17:00:00,1150.25000,1169.50000,1147.50000,1166.50000,1710648,2669758
02/06/2012,17:00:00,1164.00000,1168.00000,1157.75000,1166.50000,1196876,2662818
02/07/2012,17:00:00,1166.50000,1173.25000,1159.25000,1172.25000,1498861,2660225
02/08/2012,17:00:00,1171.75000,1175.75000,1165.75000,1174.50000,1540962,2663724
02/09/2012,17:00:00,1174.50000,1180.25000,1168.25000,1175.75000,1755116,2681372
02/10/2012,17:00:00,1175.50000,1175.75000,1161.25000,1168.00000,1713982,2694896
02/13/2012,17:00:00,1174.75000,1179.75000,1170.25000,1176.50000,1235174,2652514
02/14/2012,17:00:00,1176.75000,1179.50000,1165.25000,1175.25000,1739688,2684468
02/15/2012,17:00:00,1175.00000,1185.50000,1165.50000,1169.75000,2282387,2688692
02/16/2012,17:00:00,1169.25000,1184.75000,1161.75000,1182.25000,1962084,2693762
02/17/2012,17:00:00,1182.25000,1188.75000,1180.50000,1187.25000,1250939,2705934
02/21/2012,17:00:00,1194.25000,1197.00000,1183.25000,1187.50000,1584418,2723429
02/22/2012,17:00:00,1187.25000,1191.50000,1180.50000,1183.50000,1439240,2709926
02/23/2012,17:00:00,1183.50000,1191.25000,1177.75000,1190.50000,1602052,2715233
02/24/2012,17:00:00,1190.50000,1196.00000,1189.00000,1190.75000,1165825,2723016
02/27/2012,17:00:00,1190.75000,1198.25000,1180.50000,1194.75000,1662699,2733319
02/28/2012,17:00:00,1194.75000,1201.25000,1192.00000,1199.00000,1540432,2736498
02/29/2012,17:00:00,1198.75000,1204.75000,1184.25000,1192.00000,2280683,2767710
03/01/2012,17:00:00,1192.00000,1202.75000,1186.25000,1202.00000,1966089,2782610
03/02/2012,17:00:00,1202.00000,1204.50000,1192.50000,1196.25000,1458860,2785199
03/05/2012,17:00:00,1194.75000,1197.00000,1185.50000,1192.00000,1535936,2757168
03/06/2012,17:00:00,1191.50000,1193.25000,1166.00000,1169.50000,2450910,2737111
03/07/2012,17:00:00,1169.00000,1181.75000,1168.75000,1180.25000,1893777,2624143
03/08/2012,17:00:00,1180.25000,1195.75000,1178.00000,1193.75000,917534,846470
03/09/2012,17:00:00,1193.50000,1202.00000,1190.75000,1200.00000,1904083,1284377
03/12/2012,17:00:00,1200.00000,1200.25000,1193.50000,1200.00000,1879168,1797488
03/13/2012,17:00:00,1200.00000,1224.50000,1199.25000,1224.00000,2743994,2371441
03/14/2012,17:00:00,1223.75000,1227.50000,1217.50000,1222.00000,2095321,2563097
03/15/2012,17:00:00,1221.50000,1230.75000,1218.00000,1229.25000,1953864,2672834
03/16/2012,17:00:00,1229.00000,1233.75000,1227.25000,1231.75000,1384158,2681911
03/19/2012,17:00:00,1230.50000,1241.25000,1226.75000,1237.25000,1525304,2680501
03/20/2012,17:00:00,1237.25000,1238.25000,1225.00000,1233.25000,1583682,2692793
03/21/2012,17:00:00,1233.25000,1239.00000,1227.50000,1230.75000,1533579,2696753
03/22/2012,17:00:00,1231.00000,1234.00000,1215.75000,1222.25000,1682418,2700517
03/23/2012,17:00:00,1222.25000,1228.50000,1213.75000,1227.25000,1559341,2697307
03/26/2012,17:00:00,1227.00000,1248.75000,1225.75000,1248.25000,1456063,2702345
03/27/2012,17:00:00,1248.25000,1253.00000,1239.25000,1239.75000,1251826,2722273
03/28/2012,17:00:00,1239.50000,1245.50000,1225.25000,1233.50000,1759121,2726812
03/29/2012,17:00:00,1232.75000,1237.25000,1219.50000,1231.50000,1827754,2730099
03/30/2012,17:00:00,1231.25000,1239.50000,1229.00000,1236.50000,1619524,2709590
04/02/2012,17:00:00,1240.50000,1251.00000,1232.25000,1245.75000,1718652,2738339
04/03/2012,17:00:00,1245.25000,1247.50000,1232.75000,1242.00000,1673086,2736147
04/04/2012,17:00:00,1242.25000,1242.25000,1221.75000,1226.50000,1834777,2706184
04/05/2012,17:00:00,1226.50000,1231.00000,1217.25000,1223.50000,1539342,2727847
04/06/2012,17:00:00,1223.75000,1228.00000,1205.25000,1208.25000,198499,2740195
04/09/2012,17:00:00,1208.25000,1216.00000,1205.00000,1208.25000,1083274,2746096
04/10/2012,17:00:00,1207.50000,1214.00000,1185.75000,1190.25000,2522310,2756491
04/11/2012,17:00:00,1191.00000,1203.75000,1190.75000,1197.25000,1739768,2735723
04/12/2012,17:00:00,1197.50000,1219.50000,1196.50000,1219.25000,1852924,2762959
04/13/2012,17:00:00,1219.00000,1221.75000,1197.00000,1198.25000,1936470,2760858
04/16/2012,17:00:00,1199.25000,1208.50000,1193.75000,1197.25000,1959799,2769578
04/17/2012,17:00:00,1197.50000,1222.00000,1192.50000,1216.75000,1848818,2781649
04/18/2012,17:00:00,1217.00000,1220.00000,1211.00000,1211.50000,1848236,2787008
04/19/2012,17:00:00,1212.00000,1223.25000,1198.75000,1205.75000,2631716,2792920
04/20/2012,17:00:00,1207.00000,1216.50000,1204.50000,1208.50000,1808442,2779316
04/23/2012,17:00:00,1205.50000,1208.00000,1187.25000,1196.00000,1848613,2808295
04/24/2012,17:00:00,1196.25000,1204.50000,1194.25000,1203.25000,1440903,2791554
04/25/2012,17:00:00,1204.00000,1221.00000,1202.75000,1220.50000,1827484,2816352
04/26/2012,17:00:00,1220.50000,1231.50000,1214.25000,1230.00000,1666603,2852617
04/27/2012,17:00:00,1230.00000,1236.25000,1219.75000,1231.75000,1616584,2844782
04/30/2012,17:00:00,1233.50000,1235.75000,1223.00000,1226.75000,1322300,2820525
05/01/2012,17:00:00,1226.75000,1245.00000,1224.50000,1233.75000,1305665,2825580
05/02/2012,17:00:00,1233.75000,1238.00000,1222.50000,1230.75000,1682321,2818494
05/03/2012,17:00:00,1230.75000,1236.00000,1217.75000,1219.25000,1761579,2800522
05/04/2012,17:00:00,1219.75000,1222.25000,1194.75000,1195.75000,2076198,2833205
05/07/2012,17:00:00,1187.25000,1203.50000,1175.75000,1199.00000,1610579,2826296
05/08/2012,17:00:00,1198.50000,1201.25000,1177.00000,1191.75000,2307638,2832476
05/09/2012,17:00:00,1192.25000,1194.00000,1172.50000,1184.25000,2523438,2856301
05/10/2012,17:00:00,1184.50000,1197.00000,1179.00000,1190.75000,1839321,2842146
05/11/2012,17:00:00,1190.75000,1196.50000,1177.25000,1183.25000,1840516,2859612
05/14/2012,17:00:00,1179.25000,1184.25000,1166.50000,1167.25000,1912994,2870892
05/15/2012,17:00:00,1167.75000,1180.25000,1158.75000,1161.50000,2402932,2929667
05/16/2012,17:00:00,1162.00000,1173.00000,1154.00000,1155.75000,2282620,2941326
05/17/2012,17:00:00,1156.25000,1164.00000,1133.75000,1134.50000,2906203,2927847
05/18/2012,17:00:00,1135.25000,1143.75000,1123.00000,1124.00000,2816411,2957278
05/21/2012,17:00:00,1125.00000,1149.25000,1120.50000,1149.00000,2051007,2928492
05/22/2012,17:00:00,1148.50000,1159.75000,1140.75000,1148.00000,2449269,2942926
05/23/2012,17:00:00,1148.75000,1152.25000,1127.25000,1149.00000,2555222,2971911
05/24/2012,17:00:00,1149.00000,1156.75000,1139.25000,1155.75000,2171218,2962701
05/25/2012,17:00:00,1155.75000,1163.00000,1145.25000,1148.25000,1521622,2951359
05/29/2012,17:00:00,1155.25000,1167.50000,1150.75000,1166.75000,2236090,2959600
05/30/2012,17:00:00,1166.75000,1167.50000,1141.25000,1141.75000,2313731,2979748
05/31/2012,17:00:00,1142.25000,1152.25000,1130.50000,1142.50000,2746687,2961742
06/01/2012,17:00:00,1139.50000,1140.75000,1106.75000,1107.25000,3278646,3008101
06/04/2012,17:00:00,1108.25000,1114.75000,1095.25000,1106.25000,2338973,2960597
06/05/2012,17:00:00,1106.50000,1120.00000,1100.75000,1118.25000,2035780,2921466
06/06/2012,17:00:00,1118.50000,1149.00000,1116.25000,1148.75000,2836135,2773548
06/07/2012,17:00:00,1148.50000,1162.75000,1145.00000,1149.75000,989978,787312
06/08/2012,17:00:00,1149.25000,1162.75000,1138.50000,1161.75000,1943155,1254021
06/11/2012,17:00:00,1176.75000,1181.75000,1139.50000,1140.00000,3116823,1801710
06/12/2012,17:00:00,1140.75000,1160.25000,1136.75000,1159.75000,2900941,2233378
06/13/2012,17:00:00,1159.50000,1161.00000,1143.25000,1148.50000,2566739,2419155
06/14/2012,17:00:00,1148.75000,1167.50000,1145.00000,1166.00000,2808502,2555080
06/15/2012,17:00:00,1165.00000,1178.25000,1164.25000,1177.25000,1817397,2557420
06/18/2012,17:00:00,1185.00000,1187.25000,1167.00000,1180.75000,2074890,2571236
06/19/2012,17:00:00,1180.50000,1196.75000,1176.25000,1190.25000,1772340,2577825
06/20/2012,17:00:00,1189.75000,1195.25000,1178.50000,1190.50000,2364882,2619510
06/21/2012,17:00:00,1190.50000,1193.00000,1157.25000,1158.00000,2713717,2649917
06/22/2012,17:00:00,1158.25000,1171.50000,1158.00000,1166.50000,1859289,2652686
06/25/2012,17:00:00,1165.25000,1166.25000,1142.25000,1146.25000,1843892,2713459
06/26/2012,17:00:00,1146.50000,1157.75000,1143.00000,1155.25000,1810328,2727651
06/27/2012,17:00:00,1155.25000,1168.25000,1151.75000,1165.25000,1615882,2747945
06/28/2012,17:00:00,1165.50000,1167.50000,1146.50000,1162.25000,2291307,2740099
06/29/2012,17:00:00,1161.75000,1199.25000,1155.75000,1196.25000,2488982,2718455
07/02/2012,17:00:00,1198.50000,1202.00000,1189.25000,1197.25000,1688137,2714985
07/03/2012,17:00:00,1198.00000,1209.25000,1195.00000,1207.75000,1047073,2713523
07/05/2012,17:00:00,1206.25000,1214.75000,1196.75000,1201.25000,1885277,2743266
07/06/2012,17:00:00,1201.25000,1203.75000,1182.00000,1191.50000,1955639,2752042
07/09/2012,17:00:00,1189.00000,1190.00000,1180.75000,1189.00000,1473739,2750846
07/10/2012,17:00:00,1188.75000,1196.25000,1170.25000,1175.25000,2020477,2779384
07/11/2012,17:00:00,1174.75000,1182.25000,1167.50000,1176.00000,1912327,2786227
07/12/2012,17:00:00,1176.25000,1179.25000,1159.50000,1169.00000,1904895,2796788
07/13/2012,17:00:00,1169.00000,1193.00000,1168.50000,1191.50000,1758931,2805218
07/16/2012,17:00:00,1191.00000,1192.25000,1182.75000,1187.25000,1547166,2793770
07/17/2012,17:00:00,1187.00000,1200.25000,1179.00000,1198.25000,1970476,2788070
07/18/2012,17:00:00,1198.25000,1210.25000,1192.25000,1207.00000,1797575,2791638
07/19/2012,17:00:00,1207.00000,1215.75000,1205.75000,1211.75000,1743124,2804013
07/20/2012,17:00:00,1211.25000,1211.75000,1196.75000,1198.00000,1800661,2809562
07/23/2012,17:00:00,1195.25000,1196.50000,1171.75000,1183.50000,2078031,2825947
07/24/2012,17:00:00,1183.50000,1186.25000,1163.50000,1169.25000,2115725,2838586
07/25/2012,17:00:00,1170.75000,1179.75000,1161.00000,1174.75000,1840501,2832270
07/26/2012,17:00:00,1174.50000,1198.50000,1167.50000,1194.50000,2275727,2803798
07/27/2012,17:00:00,1194.50000,1224.75000,1192.50000,1222.25000,2495356,2786322
07/30/2012,17:00:00,1219.00000,1227.25000,1215.50000,1220.25000,1486890,2739745
07/31/2012,17:00:00,1219.75000,1226.25000,1210.75000,1214.25000,1774241,2732125
08/01/2012,17:00:00,1211.75000,1221.25000,1207.50000,1210.25000,1800024,2745910
08/02/2012,17:00:00,1209.75000,1222.75000,1189.00000,1201.75000,2835526,2818329
08/03/2012,17:00:00,1202.00000,1230.25000,1199.75000,1228.75000,1945915,2799500
08/06/2012,17:00:00,1230.00000,1235.50000,1227.00000,1229.75000,1171977,2789278
08/07/2012,17:00:00,1229.75000,1243.00000,1227.25000,1236.75000,1459898,2802895
08/08/2012,17:00:00,1236.25000,1240.00000,1230.25000,1238.00000,1227991,2808926
08/09/2012,17:00:00,1238.25000,1243.50000,1233.50000,1240.25000,1179356,2820919
08/10/2012,17:00:00,1240.00000,1242.50000,1231.75000,1242.25000,1246593,2839596
08/13/2012,17:00:00,1240.25000,1243.75000,1234.00000,1242.25000,1202738,2852295
08/14/2012,17:00:00,1241.75000,1249.25000,1237.00000,1241.25000,1435083,2884729
08/15/2012,17:00:00,1241.00000,1245.50000,1236.75000,1243.25000,1103484,2897590
08/16/2012,17:00:00,1243.25000,1255.25000,1241.50000,1252.75000,1495429,2902712
08/17/2012,17:00:00,1253.50000,1256.50000,1250.50000,1255.00000,1139564,2935039
08/20/2012,17:00:00,1254.75000,1257.75000,1249.25000,1254.50000,1110701,2955045
